reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
24132fd9-1ee7-4c51-be98-68e5259757e4,Agussalim Salim,https://play-lh.googleusercontent.com/a-/ALV-UjUtePwd19iye2yCuKwrkKcy53ciSpGWc-ydxml2JsNTKLIVqdgV,Sebenarnya sudah lebih baik karena sudah memiliki sistem auto bid tapi alangkah baiknya di tab penumpang jgn ada edit harga jadi penumpang bisa memilih harga terbaik sebab dgn adanya tab edit harga penumpang mengedit harga dibawah standar dan itu sangat merugikan driver karena driver tidak bisa menawar harga sebab masuk secara otomatis,1,80,5.101.0,2024-11-23 22:19:27,Halo! Semua pengemudi memiliki kesempatan yang sama untuk mendapatkan lebih banyak perjalanan. Kami menyarankan untuk tetap berada di titik-titik ramai seperti di pusat kota. Terima kasih.,2024-03-13 13:25:05,5.101.0,most_relevant,sinet.startup.inDriver
8158656b-dfc4-4bfc-b9ea-e54034e15049,Ayu Marshela,https://play-lh.googleusercontent.com/a-/ALV-UjWxnQmPDRXfBkRPb3N1TedTqmqs8B3N0wpU7FSVLiGuj6Z5tbAY,"System teraneh yang pernah ada. Penumpang membatalkan orderan tapi bisa memberikan rating dan ulasan yang tidak masuk akal ke driver. SOP dari mana seperti itu? Ditambah lagi dukungan sangat lambat respon nya, sekalinya respon terkesan terburu-buru ingin menyelesaikan obrolan padahal tidak ada solusi sama sekali. IT bekerja dengan sangat lambat sekali, perubahan nya terlalu lama dan berbelit-belit.",1,21,5.101.1,2024-12-01 09:46:45,Halo! Mohon maaf atas kendala yang dialami. Kami akan meneruskan pesan kamu ke tim inDrive yang mengurus app driver dan memprosesnya dengan cepat. Jangan ragu untuk hubungi kami 24/7 via chat app atau email ke support@indrive.com. Terima kasih atas feedback kamu!,2024-12-03 14:19:12,5.101.1,most_relevant,sinet.startup.inDriver
9bf18af0-0b76-47a3-95b7-c9d23a32e0cb,Enni Amar&jimmy,https://play-lh.googleusercontent.com/a-/ALV-UjV0KMf4hB1jy2WoP5R7FusIr9asIrnj8u_dYCdw-DfjaXtOEAym,"indriver makin kesini penumpangnya order dengan tarif yang tidak relevan, jarak 8 kilometer hanya 11ribu, jarak 16 kilo hanya 19ribu, kalau dengan cara edit harga tawaran gak keburu, sudah diambil yang lain, pegimana mau menawarkan, harga yg sudah tertera",1,19,5.101.0,2024-11-28 09:03:37,Halo! Harga minimum adalah harga awal. Anda selalu memiliki kesempatan untuk menawarkan tarif perjalanan Anda sendiri sebagai tanggapan terhadap harga yang ditawarkan oleh penumpang. Atau Anda dapat mencoba memilih hanya pesanan yang menarik bagi Anda.,2024-11-27 14:13:47,5.101.0,most_relevant,sinet.startup.inDriver
2408c3cf-190b-41c9-9234-875ba4c3d0dd,Fitriyah Hariyani,https://play-lh.googleusercontent.com/a/ACg8ocLyQCp65iTilxUM6QYGj1dWzaS6mHqAqSHc14yfE9vyjEWZAA=mo,"Aplikasi Sangat Bodoh dan Kurang Menjamin. 1.Harga Penerimaan Driver sangat Terlalu Murah Sekali. 2.Aplikasi tambah lama diperbarui,semakin gak jelas,Suara Notifikasi sangat pelan sekali,sehingga gak kedengaran mendapatkan Orderan. 3.Maps terlalu lemot dan gak jalan. 4.Penjemputan penumpang terlalu jauh dan harga Ongkos terlalu Minim,sehingga pendapatan gak Sesuai. Aplikasi Terlalu Tolol dan Sangat Memprihatinkan.",1,106,5.100.0,2024-11-15 13:38:57,Halo! Mohon maaf atas kendala yang dialami. Kami akan meneruskan pesan kamu ke tim inDrive yang mengurus app driver dan memprosesnya dengan cepat. Jangan ragu untuk hubungi kami 24/7 via chat app atau email ke support@indrive.com. Terima kasih atas feedback kamu!,2024-11-18 15:46:40,5.100.0,most_relevant,sinet.startup.inDriver
a1b0b78f-c5f2-4ffc-b5ae-12abf21c0239,Ade Hendri,https://play-lh.googleusercontent.com/a/ACg8ocKZ_ZoZySSg5kfKDWYX4jvTrRBfulNizfbDVG1qnsQYmOpvNw=mo,"Tolong di perbaiki jika ada Notifikasi Order, jangan terlalu jauh, Notifikasi Order itu yg jarak terdekat dengan Driver. Setelah saya ikuti petunjuk yg anda perintahkan, masih tidak ada perubahan, masih tetap seperti itu, segera di perbaiki sistem nya, Untuk Tarif pun tidak Relevan disitu tertera /km nya 2400 an, koq jarak 6,6 km, hanya dikenakan tarif 10.000, itu ngaco namanya, di tambah banyak Penipuan menggunakan Kurir",1,100,5.100.0,2024-11-19 21:41:43,"Halo! Untuk mengakses pesanan terdekat, kami sarankan mengubah urutan pesanan. Pada bagian ""Kota"", klik pada menu di pojok kanan atas, lalu pilih urutan pesanan ""berdasarkan jarak"". Untuk tidak melewatkan pesanan menarik, pastikan status Anda selalu dalam mode ""Online"".",2023-10-23 16:43:39,5.100.0,most_relevant,sinet.startup.inDriver
eb8027ba-1e4a-406b-a50e-55343ee187d3,Kang Ojol,https://play-lh.googleusercontent.com/a/ACg8ocJNCgQsF8UstGrA78gZfMfUGs9DmSHP6euH05B7OjiB_s2cUYg=mo,"Kekurangan di indrive itu : 1. Penumpang seenaknya jidat merubah Argo yg ditetapkan dari sistem (CS yg menggunakan IPhone jauh lebih parah lagi jarak 15 km bisa di ubah jadi Rp10.000,-), tolong diperbaiki sistemnya agar penumpang tidak lagi bisa rubah Argo.",1,154,5.99.0,2024-11-05 10:58:19,Halo! Mohon maaf atas kendala yang dialami. Kami akan meneruskan pesan kamu ke tim inDrive yang mengurus app driver dan memprosesnya dengan cepat. Jangan ragu untuk hubungi kami 24/7 via chat app atau email ke support@indrive.com. Terima kasih atas feedback kamu!,2024-11-06 15:13:35,5.99.0,most_relevant,sinet.startup.inDriver
8cb3c0fd-3ea4-46e5-8d5e-ff8456814a9e,Andi Arfan,https://play-lh.googleusercontent.com/a/ACg8ocLlKdQwj15ItmkSkc2-DrnYVioM-JzwJ_nBmeBo-n89yRITmJk=mo,Aplikasinya sangat kurang baik dan kurang bagus. Mengenai tarif harga atas bawah sangat meresahkan driver nya..jarak tempuh penjemputan jauh dan harga paling murah di sediakan di aplikasi pengorder..enak di aplikasi driver tersiksa.,1,5,5.101.1,2024-11-28 09:29:14,Halo! Mohon maaf atas kendala yang dialami. Kami akan meneruskan pesan kamu ke tim inDrive yang mengurus app driver dan memprosesnya dengan cepat. Jangan ragu untuk hubungi kami 24/7 via chat app atau email ke support@indrive.com. Terima kasih atas feedback kamu!,2024-12-02 16:36:24,5.101.1,most_relevant,sinet.startup.inDriver
87a982f5-77bf-4979-915e-8f4c2a8c900f,Nasywa Nabila,https://play-lh.googleusercontent.com/a/ACg8ocITDjbzRe2sOk75AvOE0RMBdV6BLall7m6Y5bCVFrneEtrXOg=mo,Tolong kepada pengembang untuk perbaiki sistem soalnya antar penumpang dgn jarak jauh itu beda sdikit dengan antar penumpang jarak dekat merugikan driver..tolong perhatikan kesejahteraan para driver..blm mreka beli kuota.bensin.dan top up,1,18,5.101.1,2024-11-27 10:39:00,Halo! Terima kasih sudah menggunakan app driver kami dan memberikan feedback. Kami senang kamu memakai layanan inDrive. Kami akan terus bekerja keras agar pengalamanmu di sini jadi lebih baik kedepannya. Terima kasih!,2024-11-04 13:36:04,5.101.1,most_relevant,sinet.startup.inDriver
0262ab92-86df-45f4-a433-24eb7ba3b4fc,Ilmu Wilson,https://play-lh.googleusercontent.com/a-/ALV-UjXf3i6rYVNDwEyt5CRQer24x1VyDKNa7miaUSeK2Md875jaGgt6,"Setelah update kok makin ngaur aplikasinya min? Jarak orderan bisa berubah, awalnya jarak penjemputan penumpang 1 km berubah mnjadi 2 km. Tolong perbaiki aplikasinya supaya seperti sebelumnya. Di update bukannya makin bagus, malah makin ngaur!",1,84,5.96.0,2024-09-28 17:26:25,Halo! Mohon maaf atas kendala yang dialami. Kami akan meneruskan pesan kamu ke tim inDrive yang mengurus app driver dan memprosesnya dengan cepat. Jangan ragu untuk hubungi kami 24/7 via chat app atau email ke support@indrive.com. Terima kasih atas feedback kamu!,2024-10-01 15:28:04,5.96.0,most_relevant,sinet.startup.inDriver
936047eb-8475-4469-a3dd-255ac36346b4,Arip Rusmana,https://play-lh.googleusercontent.com/a-/ALV-UjVIPZsKjmaawYb0FNLlMh5zXO-9FW7-dGI1XOb7xdPieJioUtP7,"Update sekarang malah autobid gak responsif, alhasil jarak orderan yg ratusan bahkan puluhan meter selalu cepat menghilang di daftar lelangan, berhenti menggunakan garis lurus, karena itu lebih banyak merugikan driver dan penumpang, mendingan seperti dahulu aja jarak aktual sesuai google maps..!! Bukan tidak mungkin kalo masih tetap gunakan metode garis lurus, pelanggan akan pindah ke aplikasi lain..!! Semenjak kerja sama dgn ovo, jarak jemput jadi seperti grab..!!",1,62,5.96.0,2024-09-27 21:05:48,Halo! Mohon maaf atas kendala yang dialami. Kami akan meneruskan pesan kamu ke tim inDrive yang mengurus app driver dan memprosesnya dengan cepat. Jangan ragu untuk hubungi kami 24/7 via chat app atau email ke support@indrive.com. Terima kasih atas feedback kamu!,2024-09-28 17:39:39,5.96.0,most_relevant,sinet.startup.inDriver
